"가루,분말,분",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160103/239556/MOV000249626_700X466.webm
"가르다,나누다,구별,구분,분류,분별,분할,유별",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191028/631950/MOV000249630_700X466.webm
"가르치다,가르침,교육,교수하다",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191029/632452/MOV000249634_700X466.webm
"가리다,고르다,선별",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220801/1005035/MOV000359764_700X466.webm
가마,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220727/1001935/MOV000359512_700X466.webm
"가마니,가마",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220812/1010120/MOV000360109_700X466.webm
"가만있다,멈추다,멎다",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/733664/MOV000249644_700X466.webm
"가만히,조용하다",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630151/MOV000249646_700X466.webm
"가면,탈",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221018/1041844/MOV000360899_700X466.webm
"가발,덧머리",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220812/1010109/MOV000360098_700X466.webm
가볍다,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191028/631862/MOV000249768_700X466.webm
"가사,집안일,가정일",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220812/1010110/MOV000360099_700X466.webm
"가산,가재",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220802/1005873/MOV000359875_700X466.webm
가수,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191014/627245/MOV000249792_700X466.webm
"가슴,흉부",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191015/627611/MOV000249894_700X466.webm
"가시,날카롭다,뾰족하다,예리하다,예민하다",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221014/1039895/MOV000360444_700X466.webm
"가시다,사라지다,상실",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200811/727481/MOV000237132_700X466.webm
가야금,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221019/1042465/MOV000360987_700X466.webm
"가위,가위질",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191015/627636/MOV000249910_700X466.webm
"가을,금추",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220812/1010115/MOV000360104_700X466.webm
"가입,등록",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191015/627638/MOV000249914_700X466.webm
"가장,가구주,주인,호주",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20201223/790888/MOV000357847_700X466.webm
"가정부,가사관리사",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20201211/785439/MOV000357095_700X466.webm
가져가다,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200812/728279/MOV000260293_700X466.webm
가져오다,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200811/727738/MOV000240027_700X466.webm
"가족,식구,세대,가구",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20201023/764397/MOV000250034_700X466.webm
가중,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200825/735481/MOV000237142_700X466.webm
가지,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220801/1004910/MOV000359742_700X466.webm
"가지고 다니다,휴대",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200825/735819/MOV000237146_700X466.webm
"가지다,갖다,지니다,취하다,소유하다,소지하다",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191015/627578/MOV000250042_700X466.webm
가짜,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200820/732315/MOV000250044_700X466.webm
가치,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200824/734913/MOV000250048_700X466.webm
"각오,결심,작정",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191015/627601/MOV000250058_700X466.webm
"간,간장",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221019/1042353/MOV000360962_700X466.webm
"간단하다,간략하다,간편하다,단순,편리,편의",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191016/628104/MOV000250184_700X466.webm
"간부,위원",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200811/727578/MOV000250190_700X466.webm
"간사하다,속이다",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200824/735126/MOV000241787_700X466.webm
"간섭,참견,파헤치다,헤치다",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/733628/MOV000250192_700X466.webm
간음,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20201211/785451/MOV000357107_700X466.webm
"간장,장,장유",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191016/628111/MOV000250200_700X466.webm
간절,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220727/1001940/MOV000359517_700X466.webm
간접,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20201211/785452/MOV000357108_700X466.webm
"간첩,스파이,첩자",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/733629/MOV000250212_700X466.webm
"간추리다,집약,요약하다",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160924/345446/MOV000240141_700X466.webm
"간호,문병,병간호,병문안",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/250222/MOV000262637_700X466.webm
간호사,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/250223/MOV000262640_700X466.webm
"간혹,가끔,때때로,이따금,종종,간간이,드문드문,종종히,혹",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191029/632408/MOV000250331_700X466.webm
"갇히다,구류,하지 못하게 하다,지배",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/733639/MOV000250333_700X466.webm
"갈고닦다,연마,단련",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160924/345447/MOV000240145_700X466.webm
갈다,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/733020/MOV000240149_700X466.webm
"갈다,바꾸다,교대,교체,변경,변동",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191021/629727/MOV000240151_700X466.webm
"갈등,마찰,거북하다,껄끄럽다",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200811/727517/MOV000250339_700X466.webm
갈망,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200820/732294/MOV000250345_700X466.webm
"갈비,늑골,갈비뼈",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200820/732514/MOV000250349_700X466.webm
"갈비찜,갈비탕",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220801/1005084/MOV000359812_700X466.webm
갈색,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200820/732158/MOV000243894_700X466.webm
"갈증,목마르다,목이 타다",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191011/626596/MOV000250353_700X466.webm
감,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191014/627246/MOV000250355_700X466.webm
감격,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200820/732367/MOV000250359_700X466.webm
감금,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/248529/MOV000261940_700X466.webm
감기,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221014/1039985/MOV000360529_700X466.webm
"감당,사명,책임,담당,소임,역임,맡다,책임지다",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200824/735125/MOV000241769_700X466.webm
"감독,감수",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20201211/785159/MOV000357005_700X466.webm
"감독관,감독자",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220802/1005693/MOV000359818_700X466.webm
감동,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/733723/MOV000248422_700X466.webm
감리교,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/251686/MOV000263993_700X466.webm
"감사합니다,감사,고맙다",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191028/632085/MOV000243986_700X466.webm
감수,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200820/731846/MOV000237170_700X466.webm
"감싸다,둘러싸다,에워싸다",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/733551/MOV000248440_700X466.webm
"감염,전염,옮다,걸리다",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191028/632031/MOV000248442_700X466.webm
"감옥,옥",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200825/735458/MOV000234913_700X466.webm
감자,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191007/625090/MOV000248444_700X466.webm
"감정,기분,정서",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630074/MOV000248558_700X466.webm
"감추다,숨다,은닉",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220729/1003150/MOV000359582_700X466.webm
"감투,관",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200902/739498/MOV000248564_700X466.webm
감히,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200820/732518/MOV000240163_700X466.webm
"갑자기,갑작스럽다,별안간,갑작스레",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191028/632080/MOV000259636_700X466.webm
"갑자기,냅다,별안간,갑작스럽다,갑작스레",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191021/629720/MOV000241898_700X466.webm
"값,대금,가격,금액,돈,금전,화폐",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191014/627340/MOV000252603_700X466.webm
"갓난아기,갓난아이,아기,영아,젖먹이",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220729/1003170/MOV000359583_700X466.webm
강,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200820/732419/MOV000248576_700X466.webm
"강냉이,옥수수",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220801/1005024/MOV000359755_700X466.webm
강당,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20201211/785176/MOV000357022_700X466.webm
강도,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/248636/MOV000261962_700X466.webm
강습,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160924/345450/MOV000240173_700X466.webm
강습소,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220801/1005013/MOV000359748_700X466.webm
"강연,연설",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151212/226529/MOV000241922_700X466.webm
"강요,강구",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/248638/MOV000261967_700X466.webm
강원도,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221013/1039476/MOV000360397_700X466.webm
강자,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/732993/MOV000240283_700X466.webm
"강하다,견고하다,굳다,단단하다,딱딱하다,공고하다,세다,억세다",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191021/629708/MOV000248694_700X466.webm
강화도,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160102/239099/MOV000248696_700X466.webm
"갚다,상환,배상",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191007/624827/MOV000248702_700X466.webm
갚았다,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200825/735778/MOV000260294_700X466.webm
"개,강아지",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191007/624830/MOV000248704_700X466.webm
"개그맨,개그우먼",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200820/732497/MOV000237194_700X466.webm
개나리,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160102/239107/MOV000248712_700X466.webm
"개다,개키다,싸다,포장",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191021/629746/MOV000248716_700X466.webm
"개막식,개식",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151125/216017/MOV000237198_700X466.webm
개미,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20201211/785131/MOV000356985_700X466.webm
"개별,각,각각,각기,개개,낱낱이,제각기,각자",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191015/627589/MOV000248724_700X466.webm
"개성,개경",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221014/1040284/MOV000360686_700X466.webm
"개안,깨닫다",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151125/216146/MOV000237202_700X466.webm
"개울,시내,산천",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200813/728936/MOV000248834_700X466.webm
"개월,몇 개월",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220802/1005696/MOV000359821_700X466.webm
개의,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200825/735482/MOV000237204_700X466.webm
"개인,사",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200820/732200/MOV000248838_700X466.webm
"개천절,개천일",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220811/1009607/MOV000359941_700X466.webm
개학,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220727/1001975/MOV000359552_700X466.webm
개회,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220727/1001981/MOV000359557_700X466.webm
"갱,깡패,불량배",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200824/735116/MOV000237222_700X466.webm
"갱생,회복,소생,재생,회생",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151125/216158/MOV000237226_700X466.webm
거두다,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/733714/MOV000248854_700X466.webm
"거두다,수확",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220801/1004553/MOV000359669_700X466.webm
거래,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200824/735013/MOV000248858_700X466.webm
"거리,길거리,통행",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191007/625095/MOV000248962_700X466.webm
거미,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20201211/785160/MOV000357006_700X466.webm
거부권,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220812/1010098/MOV000360087_700X466.webm
"거부당하다,기각,부결",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200824/735137/MOV000239923_700X466.webm
거북,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20201023/764372/MOV000248974_700X466.webm
"거세다,맹렬하다,진하다,힘차다",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191007/625149/MOV000248980_700X466.webm
"거스름돈,잔액,잔금,잔돈",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220811/1009602/MOV000359937_700X466.webm
"거의,거개,대부분,주로",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200824/734781/MOV000248992_700X466.webm
거인,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221018/1041831/MOV000360887_700X466.webm
"거저,공것,공짜,무료,면제,면하다",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200825/735408/MOV000240423_700X466.webm
거제도,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221013/1039276/MOV000360303_700X466.webm
거주지,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151207/223205/MOV000240425_700X466.webm
"거지,걸인",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200820/731834/MOV000240543_700X466.webm
"거짓,허위",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191007/625138/MOV000249104_700X466.webm
거처,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220801/1005028/MOV000359759_700X466.webm
"거치다,방해,지장",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200824/735143/MOV000244122_700X466.webm
"거행,하다",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191004/624331/MOV000240429_700X466.webm
"걱정,근심,상심,시름,염려,우수,괴롭다",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191007/625140/MOV000249112_700X466.webm
"건강,기력,강건하다,튼튼하다",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20190918/615421/MOV000235755_700X466.webm
"건너다,횡단,건너다,넘다,넘어가다,침범",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630078/MOV000240437_700X466.webm
"건립,설립,수립,세우다",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191018/628694/MOV000240539_700X466.webm
건빵,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200824/734829/MOV000249128_700X466.webm
"건설,건축",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191007/624839/MOV000249130_700X466.webm
건설교통부,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20201211/785128/MOV000356983_700X466.webm
"건의,제의",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191007/624832/MOV000249231_700X466.webm
건전,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220801/1005031/MOV000359761_700X466.webm
건조,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220811/1009613/MOV000359947_700X466.webm
건청,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20201023/764361/MOV000237244_700X466.webm
건청인,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200820/732174/MOV000249237_700X466.webm
건축가,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20201210/784493/MOV000356917_700X466.webm
